date,site_id,equipment_category,requested_units,allocated_units,utilisation_pct
2026-07-26,SITE010,Articulated Truck,6,6,90.7
2026-07-26,SITE007,Excavator,3,3,80.4
2026-07-26,SITE001,Compactor,3,3,69.0
2026-07-27,SITE008,Telehandler,5,5,63.0
2026-07-27,SITE014,Backhoe Loader,2,2,76.4
2026-07-27,SITE006,Compactor,3,3,71.7
2026-07-27,SITE002,Compactor,3,3,100.0
2026-07-27,SITE011,Excavator,5,5,59.9
2026-07-28,SITE012,Wheel Loader,1,0,100.0
2026-07-28,SITE004,Dozer,2,2,85.3
2026-07-28,SITE007,Dozer,3,3,71.2
2026-07-28,SITE015,Excavator,2,2,64.6
2026-07-28,SITE009,Articulated Truck,2,2,97.8
2026-07-29,SITE005,Compactor,2,1,83.4
2026-07-29,SITE015,Telehandler,4,4,64.4
2026-07-29,SITE009,Articulated Truck,6,5,81.3
2026-07-29,SITE002,Backhoe Loader,1,1,77.8
2026-07-29,SITE008,Skid Steer Loader,4,4,76.7
