rental_id,asset_id,site_id,operator_id,check_out_date,expected_return_date,actual_return_date,rental_days,synthetic_daily_rate,rental_status
RNT00490,EQX0007,SITE007,OP029,2026-03-06,2026-03-13,2026-03-16,7,806.21,OVERDUE_RETURN
RNT00491,EQX0049,SITE006,OP035,2026-01-20,2026-01-23,2026-01-27,3,1181.69,OVERDUE_RETURN
RNT00492,EQX0074,SITE011,OP049,2025-08-19,2025-08-26,2025-08-30,7,273.61,OVERDUE_RETURN
RNT00493,EQX0109,SITE001,OP019,2025-01-21,2025-02-04,2025-02-05,14,1388.61,OVERDUE_RETURN
RNT00494,EQX0010,SITE006,OP011,2026-01-20,2026-01-27,2026-01-25,7,874.75,COMPLETED
RNT00495,EQX0115,SITE002,OP022,2026-05-10,2026-06-24,2026-06-21,45,727.78,COMPLETED
RNT00496,EQX0084,SITE003,OP039,2026-03-21,2026-03-28,2026-03-25,7,308.6,COMPLETED
RNT00497,EQX0027,SITE004,OP027,2026-07-22,2026-09-05,2026-09-10,45,516.89,OVERDUE_RETURN
RNT00498,EQX0037,SITE005,OP016,2025-04-09,2025-04-12,2025-04-15,3,906.15,OVERDUE_RETURN
RNT00499,EQX0108,SITE008,OP010,2025-02-25,2025-03-11,2025-03-08,14,723.06,COMPLETED
RNT00500,EQX0038,SITE014,OP043,2026-05-07,2026-05-14,2026-05-12,7,212.68,COMPLETED
RNT00501,EQX0022,SITE011,OP019,2025-03-25,2025-04-15,2025-04-13,21,571.61,COMPLETED
RNT00502,EQX0051,SITE008,OP032,2025-09-29,2025-10-02,2025-10-07,3,672.16,OVERDUE_RETURN
RNT00503,EQX0048,SITE015,OP025,2026-01-14,2026-01-21,2026-01-25,7,236.66,OVERDUE_RETURN
RNT00504,EQX0057,SITE008,OP017,2025-08-20,2025-10-19,2025-10-20,60,896.59,OVERDUE_RETURN
RNT00505,EQX0020,SITE013,OP045,2025-04-10,2025-04-13,2025-04-15,3,1206.39,OVERDUE_RETURN
RNT00506,EQX0053,SITE013,OP038,2025-08-21,2025-09-20,2025-09-17,30,1247.81,COMPLETED
RNT00507,EQX0105,SITE009,OP027,2026-07-03,2026-08-17,2026-08-21,45,907.35,OVERDUE_RETURN
RNT00508,EQX0031,SITE008,OP020,2025-03-22,2025-04-12,2025-04-09,21,817.67,COMPLETED
RNT00509,EQX0116,SITE009,OP052,2025-05-31,2025-06-03,2025-06-07,3,399.56,OVERDUE_RETURN
RNT00510,EQX0022,SITE004,OP052,2025-07-17,2025-07-24,2025-07-21,7,717.69,COMPLETED
RNT00511,EQX0088,SITE007,OP013,2025-06-01,2025-07-31,2025-08-01,60,586.08,OVERDUE_RETURN
RNT00512,EQX0094,SITE015,OP052,2025-03-10,2025-03-13,2025-03-16,3,886.58,OVERDUE_RETURN
RNT00513,EQX0071,SITE006,OP055,2025-10-10,2025-11-09,2025-11-13,30,1344.8,OVERDUE_RETURN
RNT00514,EQX0002,SITE013,OP045,2026-06-20,2026-08-19,2026-08-22,60,322.9,OVERDUE_RETURN
RNT00515,EQX0020,SITE003,OP037,2025-04-13,2025-04-16,2025-04-14,3,1177.9,COMPLETED
RNT00516,EQX0112,SITE009,OP057,2025-12-19,2026-01-09,2026-01-10,21,666.47,OVERDUE_RETURN
RNT00517,EQX0063,SITE010,OP039,2026-04-30,2026-05-03,2026-05-02,3,529.78,COMPLETED
RNT00518,EQX0019,SITE010,OP039,2026-02-16,2026-02-19,2026-02-22,3,1309.76,OVERDUE_RETURN
RNT00519,EQX0043,SITE012,OP016,2025-02-20,2025-04-06,2025-04-10,45,1349.46,OVERDUE_RETURN
RNT00520,EQX0115,SITE006,OP002,2025-12-12,2026-02-10,2026-02-11,60,574.91,OVERDUE_RETURN
RNT00521,EQX0108,SITE008,OP055,2025-04-11,2025-06-10,2025-06-10,60,350.67,COMPLETED
RNT00522,EQX0096,SITE008,OP050,2025-11-25,2025-12-09,2025-12-12,14,948.32,OVERDUE_RETURN
RNT00523,EQX0012,SITE004,OP029,2025-08-05,2025-10-04,2025-10-07,60,1121.0,OVERDUE_RETURN
RNT00524,EQX0098,SITE009,OP056,2026-01-18,2026-03-19,2026-03-16,60,834.39,COMPLETED
RNT00525,EQX0021,SITE002,OP020,2026-06-03,2026-06-24,2026-06-23,21,1171.26,COMPLETED
RNT00526,EQX0068,SITE015,OP037,2025-01-30,2025-02-06,2025-02-06,7,1291.48,COMPLETED
RNT00527,EQX0026,SITE014,OP004,2025-09-13,2025-09-16,2025-09-20,3,244.21,OVERDUE_RETURN
RNT00528,EQX0047,SITE012,OP013,2025-10-08,2025-10-22,2025-10-26,14,821.51,OVERDUE_RETURN
RNT00529,EQX0082,SITE015,OP008,2025-02-01,2025-02-08,2025-02-10,7,800.76,OVERDUE_RETURN
RNT00530,EQX0058,SITE003,OP056,2026-05-01,2026-05-31,2026-06-05,30,624.2,OVERDUE_RETURN
RNT00531,EQX0021,SITE014,OP058,2025-09-22,2025-11-06,2025-11-04,45,542.04,COMPLETED
RNT00532,EQX0050,SITE001,OP011,2025-08-08,2025-10-07,2025-10-07,60,1002.17,COMPLETED
RNT00533,EQX0087,SITE004,OP018,2026-02-24,2026-03-26,2026-03-23,30,1278.08,COMPLETED
RNT00534,EQX0099,SITE011,OP001,2026-05-01,2026-05-08,2026-05-07,7,943.45,COMPLETED
RNT00535,EQX0002,SITE004,OP017,2025-11-09,2025-12-24,2025-12-25,45,718.23,OVERDUE_RETURN
RNT00536,EQX0049,SITE014,OP023,2026-04-16,2026-04-30,2026-04-30,14,772.71,COMPLETED
RNT00537,EQX0087,SITE009,OP053,2026-02-11,2026-03-13,2026-03-11,30,189.33,COMPLETED
RNT00538,EQX0085,SITE014,OP054,2026-01-19,2026-02-18,2026-02-19,30,559.06,OVERDUE_RETURN
RNT00539,EQX0014,SITE008,OP005,2025-12-11,2025-12-25,2025-12-27,14,1274.09,OVERDUE_RETURN
RNT00540,EQX0034,SITE011,OP046,2025-11-02,2025-11-09,2025-11-08,7,836.96,COMPLETED
RNT00541,EQX0031,SITE015,OP004,2026-02-18,2026-04-04,2026-04-06,45,1044.56,OVERDUE_RETURN
RNT00542,EQX0093,SITE001,OP042,2026-05-25,2026-06-08,2026-06-09,14,1331.78,OVERDUE_RETURN
RNT00543,EQX0052,SITE007,OP048,2025-02-06,2025-03-08,2025-03-08,30,615.82,COMPLETED
RNT00544,EQX0092,SITE004,OP044,2026-07-02,2026-08-16,2026-08-20,45,1331.29,OVERDUE_RETURN
RNT00545,EQX0086,SITE006,OP033,2025-11-04,2026-01-03,2026-01-02,60,1247.61,COMPLETED
RNT00546,EQX0113,SITE009,OP012,2025-10-28,2025-10-31,2025-11-04,3,342.49,OVERDUE_RETURN
RNT00547,EQX0034,SITE012,OP052,2025-07-07,2025-08-21,2025-08-23,45,1011.13,OVERDUE_RETURN
RNT00548,EQX0029,SITE006,OP015,2025-11-11,2025-12-02,2025-12-04,21,652.04,OVERDUE_RETURN
RNT00549,EQX0075,SITE005,OP030,2025-05-01,2025-05-22,2025-05-19,21,1280.32,COMPLETED
RNT00550,EQX0075,SITE010,OP040,2025-03-14,2025-04-04,2025-04-04,21,815.61,COMPLETED
RNT00551,EQX0112,SITE011,OP025,2026-06-27,2026-07-11,2026-07-14,14,248.66,OVERDUE_RETURN
RNT00552,EQX0110,SITE003,OP009,2025-07-25,2025-08-08,2025-08-11,14,1433.73,OVERDUE_RETURN
RNT00553,EQX0115,SITE015,OP030,2025-05-27,2025-06-10,2025-06-09,14,1169.26,COMPLETED
RNT00554,EQX0063,SITE006,OP041,2025-07-01,2025-07-15,2025-07-12,14,185.99,COMPLETED
RNT00555,EQX0036,SITE004,OP049,2025-06-22,2025-07-22,2025-07-21,30,801.76,COMPLETED
RNT00556,EQX0098,SITE013,OP006,2025-05-13,2025-06-12,2025-06-15,30,984.53,OVERDUE_RETURN
RNT00557,EQX0052,SITE007,OP031,2026-01-28,2026-01-31,2026-01-28,3,857.9,COMPLETED
RNT00558,EQX0094,SITE006,OP001,2025-11-26,2026-01-25,2026-01-30,60,422.03,OVERDUE_RETURN
RNT00559,EQX0087,SITE001,OP041,2025-09-12,2025-09-19,2025-09-21,7,576.36,OVERDUE_RETURN
RNT00560,EQX0014,SITE007,OP033,2025-11-10,2025-11-17,2025-11-15,7,1226.28,COMPLETED
RNT00561,EQX0039,SITE005,OP030,2026-06-17,2026-07-17,2026-07-22,30,609.05,OVERDUE_RETURN
RNT00562,EQX0114,SITE011,OP009,2025-12-17,2026-01-07,2026-01-09,21,1132.65,OVERDUE_RETURN
RNT00563,EQX0022,SITE015,OP059,2026-02-18,2026-02-21,2026-02-21,3,464.89,COMPLETED
RNT00564,EQX0017,SITE004,OP047,2025-01-23,2025-02-22,2025-02-27,30,394.61,OVERDUE_RETURN
RNT00565,EQX0047,SITE012,OP042,2025-02-08,2025-03-01,2025-03-02,21,1159.49,OVERDUE_RETURN
RNT00566,EQX0080,SITE001,OP039,2025-02-19,2025-04-05,2025-04-03,45,1010.03,COMPLETED
RNT00567,EQX0003,SITE001,OP045,2025-04-29,2025-05-20,2025-05-24,21,662.92,OVERDUE_RETURN
RNT00568,EQX0071,SITE005,OP031,2025-06-06,2025-06-13,2025-06-10,7,562.42,COMPLETED
RNT00569,EQX0085,SITE002,OP043,2026-06-17,2026-07-01,2026-06-30,14,711.91,COMPLETED
RNT00570,EQX0116,SITE002,OP033,2025-05-01,2025-05-15,2025-05-13,14,1176.65,COMPLETED
RNT00571,EQX0064,SITE004,OP039,2025-07-24,2025-09-22,2025-09-23,60,1236.0,OVERDUE_RETURN
RNT00572,EQX0026,SITE006,OP046,2026-02-24,2026-03-10,2026-03-09,14,230.05,COMPLETED
RNT00573,EQX0064,SITE015,OP014,2026-05-08,2026-05-22,2026-05-22,14,183.48,COMPLETED
RNT00574,EQX0086,SITE002,OP059,2025-04-24,2025-06-23,2025-06-27,60,369.41,OVERDUE_RETURN
RNT00575,EQX0012,SITE013,OP033,2025-03-18,2025-05-02,2025-04-30,45,1329.07,COMPLETED
RNT00576,EQX0083,SITE004,OP030,2025-10-31,2025-11-14,2025-11-18,14,243.6,OVERDUE_RETURN
RNT00577,EQX0105,SITE003,OP056,2025-02-10,2025-04-11,2025-04-12,60,637.47,OVERDUE_RETURN
RNT00578,EQX0087,SITE006,OP028,2025-04-29,2025-05-02,2025-04-29,3,192.28,COMPLETED
RNT00579,EQX0018,SITE011,OP042,2025-06-24,2025-07-08,2025-07-10,14,1316.05,OVERDUE_RETURN
RNT00580,EQX0080,SITE005,OP057,2025-04-06,2025-04-20,2025-04-22,14,412.24,OVERDUE_RETURN
RNT00581,EQX0052,SITE007,OP030,2025-10-06,2025-12-05,2025-12-08,60,1056.18,OVERDUE_RETURN
RNT00582,EQX0062,SITE013,OP027,2025-06-20,2025-06-23,2025-06-22,3,1064.14,COMPLETED
RNT00583,EQX0008,SITE014,OP011,2025-04-17,2025-05-08,2025-05-12,21,1198.88,OVERDUE_RETURN
RNT00584,EQX0087,SITE008,OP012,2026-01-24,2026-03-25,2026-03-27,60,956.43,OVERDUE_RETURN
RNT00585,EQX0111,SITE011,OP057,2025-05-14,2025-06-04,2025-06-08,21,323.43,OVERDUE_RETURN
RNT00586,EQX0053,SITE008,OP003,2025-03-06,2025-03-20,2025-03-22,14,195.7,OVERDUE_RETURN
RNT00587,EQX0112,SITE011,OP034,2025-08-18,2025-10-02,2025-10-04,45,839.26,OVERDUE_RETURN
RNT00588,EQX0089,SITE012,OP040,2025-04-08,2025-04-29,2025-04-29,21,792.05,COMPLETED
RNT00589,EQX0085,SITE011,OP042,2026-01-30,2026-02-06,2026-02-11,7,1312.92,OVERDUE_RETURN
RNT00590,EQX0079,SITE001,OP001,2025-06-10,2025-07-10,2025-07-14,30,1261.88,OVERDUE_RETURN
RNT00591,EQX0112,SITE003,OP005,2026-05-19,2026-06-02,2026-06-02,14,600.24,COMPLETED
RNT00592,EQX0036,SITE001,OP033,2025-08-17,2025-09-16,2025-09-19,30,692.16,OVERDUE_RETURN
RNT00593,EQX0031,SITE002,OP030,2026-03-31,2026-05-30,2026-06-03,60,291.79,OVERDUE_RETURN
RNT00594,EQX0064,SITE008,OP021,2025-05-02,2025-05-23,2025-05-20,21,310.36,COMPLETED
RNT00595,EQX0053,SITE001,OP036,2026-07-17,2026-07-20,2026-07-18,3,1185.56,COMPLETED
RNT00596,EQX0080,SITE011,OP020,2026-06-05,2026-07-05,2026-07-05,30,1011.34,COMPLETED
RNT00597,EQX0059,SITE006,OP024,2025-02-25,2025-04-26,2025-04-26,60,1252.28,COMPLETED
RNT00598,EQX0043,SITE009,OP050,2026-04-30,2026-06-14,2026-06-16,45,1089.21,OVERDUE_RETURN
RNT00599,EQX0015,SITE002,OP049,2025-08-16,2025-08-19,2025-08-21,3,631.03,OVERDUE_RETURN
RNT00600,EQX0082,SITE013,OP019,2026-07-15,2026-08-14,2026-08-16,30,1071.66,OVERDUE_RETURN
RNT00601,EQX0006,SITE015,OP011,2026-05-20,2026-05-27,2026-05-30,7,315.84,OVERDUE_RETURN
RNT00602,EQX0079,SITE004,OP013,2025-05-04,2025-07-03,2025-07-06,60,453.8,OVERDUE_RETURN
RNT00603,EQX0106,SITE013,OP013,2025-12-13,2025-12-16,2025-12-19,3,239.06,OVERDUE_RETURN
RNT00604,EQX0082,SITE014,OP044,2025-05-07,2025-07-06,2025-07-10,60,760.88,OVERDUE_RETURN
RNT00605,EQX0076,SITE009,OP009,2026-05-26,2026-05-29,2026-06-03,3,1114.99,OVERDUE_RETURN
RNT00606,EQX0071,SITE015,OP028,2026-05-10,2026-06-09,2026-06-08,30,1058.61,COMPLETED
RNT00607,EQX0023,SITE012,OP053,2025-05-12,2025-05-15,2025-05-18,3,1015.05,OVERDUE_RETURN
RNT00608,EQX0078,SITE015,OP021,2026-06-01,2026-06-22,2026-06-25,21,1423.97,OVERDUE_RETURN
RNT00609,EQX0118,SITE012,OP049,2025-09-12,2025-09-26,2025-09-29,14,1403.76,OVERDUE_RETURN
RNT00610,EQX0038,SITE008,OP052,2025-05-17,2025-05-24,2025-05-27,7,945.21,OVERDUE_RETURN
RNT00611,EQX0114,SITE012,OP033,2025-11-03,2026-01-02,2026-01-07,60,1273.1,OVERDUE_RETURN
RNT00612,EQX0092,SITE012,OP060,2026-07-21,2026-09-04,2026-09-04,45,435.13,COMPLETED
RNT00613,EQX0080,SITE012,OP019,2025-12-20,2026-02-03,2026-02-02,45,1426.3,COMPLETED
RNT00614,EQX0084,SITE003,OP033,2026-07-10,2026-08-24,2026-08-26,45,1082.15,OVERDUE_RETURN
RNT00615,EQX0098,SITE006,OP036,2026-05-07,2026-06-06,2026-06-09,30,1036.29,OVERDUE_RETURN
RNT00616,EQX0115,SITE014,OP035,2025-10-20,2025-12-19,2025-12-22,60,1206.55,OVERDUE_RETURN
RNT00617,EQX0067,SITE002,OP002,2026-01-26,2026-02-02,2026-01-30,7,1031.22,COMPLETED
RNT00618,EQX0026,SITE005,OP049,2025-06-14,2025-06-28,2025-06-29,14,365.96,OVERDUE_RETURN
RNT00619,EQX0008,SITE012,OP051,2025-10-30,2025-11-06,2025-11-11,7,221.03,OVERDUE_RETURN
RNT00620,EQX0105,SITE008,OP007,2025-08-18,2025-10-02,2025-10-07,45,673.89,OVERDUE_RETURN
RNT00621,EQX0066,SITE013,OP051,2025-10-22,2025-12-06,2025-12-03,45,1356.64,COMPLETED
RNT00622,EQX0050,SITE007,OP051,2025-11-17,2025-12-17,2025-12-14,30,196.47,COMPLETED
RNT00623,EQX0033,SITE004,OP040,2026-03-30,2026-05-29,2026-05-29,60,1337.59,COMPLETED
RNT00624,EQX0091,SITE012,OP042,2026-01-12,2026-03-13,2026-03-18,60,1117.83,OVERDUE_RETURN
RNT00625,EQX0026,SITE013,OP047,2025-07-18,2025-08-01,2025-08-05,14,405.33,OVERDUE_RETURN
RNT00626,EQX0088,SITE002,OP012,2025-06-27,2025-08-11,2025-08-16,45,331.58,OVERDUE_RETURN
RNT00627,EQX0006,SITE007,OP018,2026-07-24,2026-08-07,2026-08-06,14,384.38,COMPLETED
RNT00628,EQX0109,SITE005,OP001,2025-12-05,2025-12-26,2025-12-25,21,230.72,COMPLETED
RNT00629,EQX0119,SITE006,OP039,2025-02-22,2025-04-23,2025-04-24,60,803.0,OVERDUE_RETURN
RNT00630,EQX0074,SITE009,OP023,2025-03-16,2025-05-15,2025-05-17,60,847.25,OVERDUE_RETURN
RNT00631,EQX0024,SITE009,OP005,2026-06-02,2026-06-09,2026-06-12,7,869.71,OVERDUE_RETURN
RNT00632,EQX0052,SITE002,OP023,2025-08-15,2025-08-22,2025-08-24,7,600.45,OVERDUE_RETURN
RNT00633,EQX0038,SITE004,OP049,2026-06-28,2026-07-19,2026-07-24,21,1226.08,OVERDUE_RETURN
RNT00634,EQX0084,SITE001,OP008,2025-12-21,2026-01-11,2026-01-11,21,1328.71,COMPLETED
RNT00635,EQX0079,SITE015,OP040,2025-09-07,2025-09-10,2025-09-12,3,664.34,OVERDUE_RETURN
RNT00636,EQX0102,SITE002,OP025,2025-09-20,2025-10-20,2025-10-21,30,211.38,OVERDUE_RETURN
RNT00637,EQX0067,SITE014,OP050,2026-01-19,2026-02-18,2026-02-23,30,745.86,OVERDUE_RETURN
RNT00638,EQX0006,SITE005,OP058,2025-07-17,2025-07-31,2025-08-05,14,284.58,OVERDUE_RETURN
RNT00639,EQX0013,SITE003,OP050,2026-07-05,2026-08-04,2026-08-01,30,976.21,COMPLETED
RNT00640,EQX0027,SITE011,OP041,2025-08-07,2025-10-06,2025-10-09,60,1241.29,OVERDUE_RETURN
RNT00641,EQX0027,SITE009,OP054,2026-03-22,2026-05-06,2026-05-04,45,1128.55,COMPLETED
RNT00642,EQX0020,SITE001,OP030,2025-12-06,2025-12-09,2025-12-07,3,273.02,COMPLETED
RNT00643,EQX0023,SITE013,OP017,2025-03-14,2025-04-13,2025-04-13,30,1336.95,COMPLETED
RNT00644,EQX0053,SITE007,OP029,2026-02-19,2026-03-12,2026-03-14,21,201.45,OVERDUE_RETURN
RNT00645,EQX0087,SITE002,OP035,2025-01-07,2025-02-21,2025-02-19,45,1140.07,COMPLETED
RNT00646,EQX0075,SITE001,OP045,2025-03-16,2025-03-30,2025-04-04,14,314.79,OVERDUE_RETURN
RNT00647,EQX0101,SITE011,OP020,2025-03-30,2025-04-13,2025-04-17,14,664.4,OVERDUE_RETURN
RNT00648,EQX0106,SITE011,OP002,2026-05-01,2026-05-08,2026-05-13,7,459.23,OVERDUE_RETURN
RNT00649,EQX0096,SITE007,OP051,2026-07-13,2026-07-27,2026-07-26,14,558.53,COMPLETED
RNT00650,EQX0114,SITE015,OP051,2026-01-18,2026-01-21,2026-01-26,3,1290.95,OVERDUE_RETURN
RNT00651,EQX0019,SITE002,OP003,2025-01-06,2025-02-05,2025-02-08,30,862.18,OVERDUE_RETURN
RNT00652,EQX0011,SITE005,OP014,2025-12-19,2025-12-26,2025-12-29,7,1330.15,OVERDUE_RETURN
RNT00653,EQX0109,SITE009,OP010,2025-06-14,2025-06-21,2025-06-21,7,963.44,COMPLETED
RNT00654,EQX0033,SITE004,OP008,2025-07-05,2025-08-19,2025-08-16,45,1261.26,COMPLETED
RNT00655,EQX0120,SITE009,OP030,2026-07-17,2026-07-20,2026-07-21,3,1033.04,OVERDUE_RETURN
RNT00656,EQX0033,SITE002,OP013,2026-05-14,2026-05-28,2026-05-30,14,342.83,OVERDUE_RETURN
RNT00657,EQX0084,SITE004,OP007,2025-10-19,2025-11-18,2025-11-16,30,1323.15,COMPLETED
RNT00658,EQX0041,SITE008,OP029,2025-12-03,2026-01-02,2026-01-03,30,1060.69,OVERDUE_RETURN
RNT00659,EQX0020,SITE010,OP037,2026-01-09,2026-03-10,2026-03-12,60,1397.5,OVERDUE_RETURN
RNT00660,EQX0022,SITE001,OP021,2025-09-10,2025-11-09,2025-11-09,60,1084.49,COMPLETED
RNT00661,EQX0083,SITE007,OP018,2026-01-04,2026-01-11,2026-01-13,7,1294.92,OVERDUE_RETURN
RNT00662,EQX0060,SITE008,OP023,2025-11-09,2025-11-30,2025-12-05,21,318.22,OVERDUE_RETURN
RNT00663,EQX0083,SITE010,OP006,2025-10-15,2025-12-14,2025-12-13,60,1311.95,COMPLETED
RNT00664,EQX0026,SITE005,OP047,2025-03-20,2025-05-04,2025-05-02,45,1312.97,COMPLETED
RNT00665,EQX0109,SITE009,OP041,2025-02-01,2025-04-02,2025-04-05,60,1156.88,OVERDUE_RETURN
RNT00666,EQX0028,SITE015,OP003,2026-07-19,2026-08-02,2026-08-07,14,1315.36,OVERDUE_RETURN
RNT00667,EQX0070,SITE008,OP042,2025-06-02,2025-06-16,2025-06-19,14,463.6,OVERDUE_RETURN
RNT00668,EQX0099,SITE010,OP047,2025-10-25,2025-11-01,2025-11-05,7,816.43,OVERDUE_RETURN
RNT00669,EQX0012,SITE007,OP024,2026-05-30,2026-06-02,2026-06-02,3,1256.94,COMPLETED
RNT00670,EQX0104,SITE010,OP044,2025-06-19,2025-08-18,2025-08-23,60,358.27,OVERDUE_RETURN
RNT00671,EQX0021,SITE003,OP037,2025-05-30,2025-07-14,2025-07-18,45,1372.75,OVERDUE_RETURN
RNT00672,EQX0006,SITE004,OP049,2026-05-15,2026-05-22,2026-05-20,7,515.73,COMPLETED
RNT00673,EQX0030,SITE001,OP043,2025-07-31,2025-08-30,2025-09-01,30,672.88,OVERDUE_RETURN
RNT00674,EQX0118,SITE008,OP057,2025-02-17,2025-02-20,2025-02-22,3,311.1,OVERDUE_RETURN
RNT00675,EQX0067,SITE011,OP054,2025-10-08,2025-12-07,2025-12-08,60,914.86,OVERDUE_RETURN
RNT00676,EQX0073,SITE003,OP025,2026-01-23,2026-02-06,2026-02-04,14,836.16,COMPLETED
RNT00677,EQX0049,SITE015,OP015,2026-06-13,2026-07-04,2026-07-06,21,1217.89,OVERDUE_RETURN
RNT00678,EQX0045,SITE008,OP051,2026-05-09,2026-06-08,2026-06-05,30,817.33,COMPLETED
RNT00679,EQX0018,SITE008,OP011,2025-08-24,2025-08-27,2025-09-01,3,997.22,OVERDUE_RETURN
RNT00680,EQX0028,SITE003,OP012,2025-06-11,2025-06-25,2025-06-23,14,1019.61,COMPLETED
RNT00681,EQX0054,SITE013,OP022,2025-04-27,2025-05-18,2025-05-22,21,788.36,OVERDUE_RETURN
RNT00682,EQX0076,SITE003,OP042,2026-02-25,2026-02-28,2026-02-28,3,234.79,COMPLETED
RNT00683,EQX0074,SITE010,OP011,2025-05-18,2025-07-02,2025-07-07,45,229.77,OVERDUE_RETURN
RNT00684,EQX0074,SITE003,OP004,2025-06-20,2025-07-04,2025-07-03,14,836.13,COMPLETED
RNT00685,EQX0052,SITE010,OP037,2025-01-20,2025-03-06,2025-03-07,45,1383.01,OVERDUE_RETURN
RNT00686,EQX0028,SITE008,OP039,2026-04-28,2026-06-27,2026-07-01,60,396.62,OVERDUE_RETURN
RNT00687,EQX0107,SITE007,OP039,2025-05-27,2025-07-26,2025-07-25,60,971.48,COMPLETED
RNT00688,EQX0066,SITE005,OP011,2025-12-17,2026-01-07,2026-01-05,21,471.86,COMPLETED
RNT00689,EQX0050,SITE003,OP007,2025-01-17,2025-01-24,2025-01-29,7,1271.68,OVERDUE_RETURN
RNT00690,EQX0065,SITE011,OP027,2025-06-03,2025-07-03,2025-07-01,30,405.33,COMPLETED
RNT00691,EQX0116,SITE010,OP039,2025-02-09,2025-04-10,2025-04-15,60,819.23,OVERDUE_RETURN
RNT00692,EQX0016,SITE002,OP031,2025-05-14,2025-06-13,2025-06-18,30,1230.95,OVERDUE_RETURN
RNT00693,EQX0115,SITE013,OP044,2026-03-18,2026-04-17,2026-04-20,30,650.38,OVERDUE_RETURN
RNT00694,EQX0006,SITE012,OP034,2026-03-16,2026-03-23,2026-03-27,7,1182.74,OVERDUE_RETURN
RNT00695,EQX0049,SITE006,OP038,2025-04-11,2025-05-02,2025-05-01,21,503.24,COMPLETED
RNT00696,EQX0099,SITE004,OP059,2025-03-27,2025-04-10,2025-04-15,14,698.98,OVERDUE_RETURN
RNT00697,EQX0025,SITE001,OP046,2025-01-08,2025-02-07,2025-02-12,30,329.64,OVERDUE_RETURN
RNT00698,EQX0001,SITE007,OP042,2025-07-30,2025-09-13,2025-09-15,45,699.23,OVERDUE_RETURN
RNT00699,EQX0014,SITE003,OP028,2025-09-17,2025-10-01,2025-10-06,14,717.92,OVERDUE_RETURN
RNT00700,EQX0047,SITE010,OP018,2026-02-11,2026-04-12,2026-04-12,60,704.8,COMPLETED
RNT00701,EQX0101,SITE009,OP031,2025-07-03,2025-07-17,2025-07-22,14,884.74,OVERDUE_RETURN
RNT00702,EQX0033,SITE005,OP037,2025-12-19,2026-02-17,2026-02-20,60,1114.44,OVERDUE_RETURN
RNT00703,EQX0110,SITE014,OP043,2025-05-02,2025-06-16,2025-06-16,45,747.18,COMPLETED
RNT00704,EQX0090,SITE003,OP007,2025-08-08,2025-09-07,2025-09-10,30,1178.32,OVERDUE_RETURN
RNT00705,EQX0103,SITE009,OP040,2025-02-23,2025-03-02,2025-03-05,7,1405.0,OVERDUE_RETURN
RNT00706,EQX0001,SITE013,OP006,2025-05-29,2025-06-19,2025-06-22,21,291.94,OVERDUE_RETURN
RNT00707,EQX0034,SITE004,OP024,2025-03-23,2025-04-22,2025-04-19,30,1100.11,COMPLETED
RNT00708,EQX0120,SITE007,OP040,2026-06-18,2026-07-02,2026-06-29,14,1381.06,COMPLETED
RNT00709,EQX0105,SITE003,OP041,2026-05-22,2026-06-12,2026-06-09,21,436.17,COMPLETED
RNT00710,EQX0085,SITE015,OP052,2026-06-15,2026-06-29,2026-06-29,14,222.68,COMPLETED
RNT00711,EQX0077,SITE009,OP034,2025-08-26,2025-09-25,2025-09-24,30,1036.01,COMPLETED
RNT00712,EQX0047,SITE004,OP042,2025-01-01,2025-01-08,2025-01-06,7,1445.96,COMPLETED
RNT00713,EQX0100,SITE007,OP023,2026-02-09,2026-03-02,2026-03-02,21,837.53,COMPLETED
RNT00714,EQX0095,SITE012,OP005,2025-04-03,2025-05-03,2025-05-04,30,1102.2,OVERDUE_RETURN
RNT00715,EQX0072,SITE015,OP038,2025-12-23,2026-01-06,2026-01-07,14,467.4,OVERDUE_RETURN
RNT00716,EQX0025,SITE008,OP060,2026-02-18,2026-03-20,2026-03-17,30,511.61,COMPLETED
RNT00717,EQX0053,SITE009,OP007,2025-03-16,2025-04-15,2025-04-16,30,611.76,OVERDUE_RETURN
RNT00718,EQX0015,SITE013,OP033,2025-09-21,2025-10-21,2025-10-22,30,1061.62,OVERDUE_RETURN
RNT00719,EQX0049,SITE010,OP031,2025-09-07,2025-11-06,2025-11-08,60,1400.77,OVERDUE_RETURN
RNT00720,EQX0059,SITE011,OP030,2025-01-29,2025-02-19,2025-02-17,21,507.43,COMPLETED
RNT00721,EQX0049,SITE011,OP051,2025-08-14,2025-09-28,2025-09-28,45,1196.2,COMPLETED
RNT00722,EQX0053,SITE006,OP034,2026-07-03,2026-07-06,2026-07-07,3,495.29,OVERDUE_RETURN
RNT00723,EQX0012,SITE007,OP044,2025-12-17,2025-12-20,2025-12-25,3,1362.87,OVERDUE_RETURN
RNT00724,EQX0061,SITE006,OP023,2025-08-12,2025-09-11,2025-09-12,30,412.14,OVERDUE_RETURN
RNT00725,EQX0096,SITE011,OP060,2025-07-14,2025-08-04,2025-08-04,21,478.27,COMPLETED
RNT00726,EQX0031,SITE014,OP017,2025-07-31,2025-08-07,2025-08-07,7,1240.37,COMPLETED
RNT00727,EQX0108,SITE010,OP023,2025-06-09,2025-08-08,2025-08-06,60,332.25,COMPLETED
